tconst,titleType,originalTitle,title,startYear,runtimeMinutes,averageRating,numVotes,Main_genre,Sub_genre_1,Sub_genre_2,Directors,birthYear,deathYear,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5
tt3118452,movie,Circle,Cercle,2015,87,6.0,46426.0,Mystery,Horror,Drama,,,,Fay DeWitt,Scott Einbinder,Stephenie Galvan,Daniel Lench,Mike Skor
tt3120280,movie,Sierra Burgess Is a Loser,Sierra Burgess Is a Loser,2018,105,5.8,35756.0,Romance,Drama,Comedy,Ian Samuels,0.0,0.0,Robert Lyon Rasner,Andrea Bottigliero,Andre Gaudry,Linda Huse,Sandra M. Kraft
tt3140100,movie,Fasandræberne,Les enquêtes du Département V: Profanation,2014,119,7.1,20807.0,Mystery,Drama,Crime,Mikkel Nørgaard,0.0,0.0,Michael Brostrup,Fares Fares,Wolfgang Feindt,Zazie Knepper,Jussi Adler-Olsen
tt3148502,movie,Tamasha,Tamasha,2015,139,7.3,24013.0,Romance,Drama,Comedy,Imtiaz Ali,1971.0,0.0,Rakesh Madhotra,Nitin Bhalla,Balwinder Singh,Tanmai Rastogi,Natasha Vohra
tt3149038,movie,X+Y,Le monde de Nathan,2014,111,7.1,27686.0,Romance,Drama,,Morgan Matthews,0.0,0.0,Joanie Blaikie,Shuna Frood,Julie Ann Horan,Laura Lovejoy,Joanie Blaikie
tt3152624,movie,Trainwreck,Crazy Amy,2015,125,6.2,130918.0,Romance,Drama,Comedy,Judd Apatow,1967.0,0.0,Marv Albert,Angie Lee Cobbs,Chris Evert,Eleni Mandell,Marv Albert
tt3165612,movie,Sleeping with Other People,Jamais entre amis,2015,101,6.5,41127.0,Romance,Drama,Comedy,Leslye Headland,1980.0,0.0,Michael Delaney,Griffin Richardson,Michael Delaney,Griffin Richardson,Christina Born
tt3168230,movie,Mr. Holmes,Mr. Holmes,2015,104,6.8,62073.0,Mystery,Drama,,Bill Condon,1955.0,0.0,Lynne Benelick,Konnie Daniel,Jeffrey Hatcher,Mick Kearns,Graham de Wilde
tt3169706,movie,Pride,Pride,2014,119,7.8,52608.0,Drama,Comedy,Biography,Matthew Warchus,1966.0,0.0,Monica Dolan,Blair Jollands,Richard McNeill,Lisa Palfrey,Alexander Perkins
tt3170832,movie,Room,Room,2015,118,8.1,378970.0,Thriller,Drama,,Lenny Abrahamson,1966.0,0.0,Asunta Blair,Peter Blayney,Arthur E. Cooper,Gary Curran,Minda Johnson
tt3171832,movie,iBoy,iBoy,2017,90,6.0,20941.0,Sci-Fi,Crime,Action,Adam Randall,1980.0,0.0,Cameron Jack,Cameron Jack,Aaron Walters,Catrin Meredydd,Melissa Azizi
tt3172532,movie,The Diary of a Teenage Girl,The Diary of a Teenage Girl,2015,102,6.9,30073.0,Romance,Drama,Comedy,Marielle Heller,1979.0,0.0,Vola Ruben,Jonah Markowitz,Vola Ruben,Jonah Markowitz,Anne Carey
tt3174376,movie,Before I Wake,Ne t'endors pas,2016,97,6.2,40908.0,Horror,Fantasy,Drama,Mike Flanagan,1978.0,0.0,Avis-Marie Barnes,Lynn Falconer,Michael Ilitch Jr.,Staci Witt,Avis-Marie Barnes
tt3175038,movie,Ek Villain,Ek Villain,2014,129,6.5,16818.0,Drama,Crime,Action,Mohit Suri,0.0,0.0,Guruvendra Yadav,Raju Singh,Nilesh Pathak,Mukesh Udeshi,Priyank Jain
tt3179568,movie,"Men, Women & Children","Men, Women & Children",2014,119,6.7,30916.0,Drama,Comedy,,Jason Reitman,1977.0,0.0,David Jahn,David Jahn,Richard Dillard,Craig Nigh,Zakk Wylde
tt3183660,movie,Fantastic Beasts and Where to Find Them,Les Animaux fantastiques,2016,132,7.3,416349.0,Fantasy,Family,Adventure,David Yates,1963.0,0.0,Anna Pinnock,Larry Adlon,Peter Boyer,Nicky Coats,Charlotte Finlay
tt3195644,movie,Insidious: Chapter 3,Insidious: Chapitre 3,2015,97,6.1,95157.0,Thriller,Mystery,Horror,Leigh Whannell,1977.0,0.0,Ryan Clemons,Casey Slade,Ryan Clemons,Casey Slade,Pierre Cane
tt3203528,movie,Bad Samaritan,Bad Samaritan,2018,110,6.5,20107.0,Thriller,Horror,Crime,Dean Devlin,1962.0,0.0,Sam Ross,Lydia Reim,Sam Ross,Lydia Reim,Brandon Boyce
tt3203606,movie,Trumbo,Dalton Trumbo,2015,124,7.5,77477.0,Drama,Crime,Biography,Jay Roach,1957.0,0.0,David James Elliott,Stephen Dembitzer,Monica Levinson,Caren Rose-Mellman,Mark Ricker
tt3203616,movie,The Cobbler,The Cobbler,2014,99,5.8,52893.0,Fantasy,Drama,Comedy,Tom McCarthy,1966.0,0.0,Dan Hersey,W. Mott Hupfel III,Allen Lewis Rickman,Dan Hersey,W. Mott Hupfel III
tt3205376,movie,Slow West,Slow West,2015,84,6.9,43283.0,Drama,Adventure,Action,John Maclean,0.0,0.0,Lucy Ainsworth-Taylor,Eddie Campbell,Neil Kirkland,Madeleine Sami,Rob Pizzey
tt3210686,movie,Son of God,Son of God,2014,138,5.7,18397.0,History,Drama,Biography,Christopher Spencer,0.0,0.0,Roma Downey,Noureddine Benchhiba,Said Bey,Roma Downey,Noureddine Benchhiba
tt3224458,movie,A Beautiful Day in the Neighborhood,L'extraordinaire Mr. Rogers,2019,109,7.3,64784.0,Drama,Biography,,Marielle Heller,1979.0,0.0,Arjun Bhasin,Daniel Krell,Diane Monroe,Adele Plauche,Matthew Rhys
tt3231054,movie,Risen,La Résurrection du Christ,2016,107,6.3,26003.0,History,Drama,Action,Kevin Reynolds,1952.0,0.0,Ramiro Alonso,Antonio Pardo,Javier Paxariño,Scott Holroyd,Ramiro Alonso
tt3235888,movie,It Follows,It Follows,2014,100,6.8,213499.0,Thriller,Mystery,Horror,David Robert Mitchell,1974.0,0.0,Mia Chang,P. Jennifer Dana,Mia Chang,P. Jennifer Dana,Dan Cantrell
tt3253930,movie,La isla mínima,La isla mínima,2014,105,7.3,31265.0,Drama,Crime,Action,Alberto Rodríguez,1971.0,0.0,Laura Alvea,Beatriz Cotobal,Miguel Ángel Cárdenas,Mercedes Gamero,Jordi Gil
tt3263904,movie,Sully,Sully,2016,96,7.4,242834.0,Drama,Biography,,Clint Eastwood,1930.0,0.0,Lisa Dempsey,Michael Growler,Jonathan Kealey,Alan Robert Murray,Steve Riley
tt3276924,movie,Heist,Bus 657,2015,93,6.1,28363.0,Drama,Crime,Action,Scott Mann,0.0,0.0,Aude Bronson-Howard,Jesse Corti,Richard Rionda Del Castro,Ted Fox,Adrian Vitoria
tt3278330,movie,Il racconto dei racconti - Tale of Tales,Tale of Tales : Le Conte des contes,2015,134,6.4,26743.0,Horror,Fantasy,Drama,Matteo Garrone,1968.0,0.0,Ugo Chiti,Alessandro Feletti,Matteo Garrone,Kathryn Hunter,Eric MacLennan
tt3280262,movie,Cult of Chucky,Le Retour de Chucky,2017,91,5.2,21094.0,Thriller,Horror,Fantasy,Don Mancini,1963.0,0.0,Carmen Kotyk,Alex Vincent,Carmen Kotyk,Alex Vincent,Skye Rolick
tt3281548,movie,Little Women,Les filles du Docteur March,2019,135,7.8,151509.0,Romance,Drama,,Greta Gerwig,1983.0,0.0,Louisa May Alcott,Fríða Aradóttir,Jennifer Bell,Jock Blaney,Cynthia Bystrak
tt3286052,movie,February,February,2015,93,5.9,19538.0,Thriller,Mystery,Horror,Oz Perkins,1974.0,0.0,Adrienne Biddle,Robert Courtemanche,Oz Perkins,Jennifer Stroud,Adrienne Biddle
tt3289724,movie,Welcome to Marwen,Bienvenue à Marwen,2018,116,6.2,20833.0,Drama,Comedy,Biography,Robert Zemeckis,1951.0,0.0,Papick Lozano,Papick Lozano,Connie Kennedy,Marie-Gabrielle Dussault,Jennifer Luu
tt3289728,movie,Equals,Equals,2015,101,6.1,28224.0,Sci-Fi,Romance,Drama,Drake Doremus,1983.0,0.0,Andrew Balis,Brett Gillen,Vernetta Lopez,Jared Underwood,Andrew Balis
tt3289956,movie,The Autopsy of Jane Doe,The Jane Doe Identity,2016,86,6.8,101544.0,Thriller,Mystery,Horror,André Øvredal,0.0,0.0,Stuart Hamblen,Joe Judge,Roman Osin,Stuart Hamblen,Joe Judge
tt3297330,movie,Good Kill,Good Kill,2014,102,6.4,22766.0,War,Thriller,Drama,Andrew Niccol,1964.0,0.0,Tyler Boehm,Tyler Boehm,Marta Krol,Ryan Spalding,Scott Ray
tt3300542,movie,London Has Fallen,La chute de Londres,2016,99,5.9,147277.0,Thriller,Action,,Babak Najafi,1975.0,0.0,Julia Montgomery Brown,Deborah Grant,Ginny Holder,Babak Najafi,Aradhana Seth
tt3300980,movie,Den 12. mann,Le 12ème Homme,2017,135,7.4,21711.0,Thriller,History,Drama,Harald Zwart,1965.0,0.0,Aggie Peterson,Nils Utsi,Aggie Peterson,Nils Utsi,Aage Aaberge
tt3302820,movie,Cowspiracy: The Sustainability Secret,Cowspiracy: The Sustainability Secret,2014,90,8.2,22601.0,Documentary,,,,,,Kay Smith,Erik Markegard,Michael Pollan,William Potter,Wenonah Hauter
tt3312830,movie,Youth,The Youth,2015,124,7.3,72866.0,Music,Drama,Comedy,Paolo Sorrentino,1970.0,0.0,Luca Bigazzi,Viola Prestieri,Paolo Sorrentino,Luan Amelio,Kaspar Weiss
tt3315342,movie,Logan,Logan,2017,137,8.1,660613.0,Sci-Fi,Drama,Action,James Mangold,1963.0,0.0,François Audouy,Luke Freeborn,Elise Neal,Gioachino Rossini,Steve Buscaino
tt3316948,movie,American Ultra,American Ultra,2015,96,6.1,85581.0,Comedy,Action,,Nima Nourizadeh,1977.0,0.0,Richard Ball,Connie Britton,Stuart Greer,Paul Hartnoll,Michael Papajohn
tt3316960,movie,Still Alice,Still Alice,2014,101,7.5,127731.0,Drama,,,,,,Lynn Appelle,Javier Bennassar,William Kozy,Tracy Zugnoni,Lynn Appelle
tt3317234,movie,"Game Over, Man!","Game Over, Man!",2018,101,5.4,26876.0,Comedy,Action,,Kyle Newacheck,1984.0,0.0,Tony Bailey,Ian Ferguson,Elliott Koretz,Tony Bailey,Ian Ferguson
tt3319920,movie,Regression,Régression,2015,106,5.7,37480.0,Mystery,Drama,Crime,Alejandro Amenábar,1972.0,0.0,Jackie Alexander Moulson,Ghislain Barrois,Joan Chell,Shirley Gulliford,Peggy Kyriakidou
tt3321300,movie,Spooks: The Greater Good,MI-5 Infiltration,2015,104,6.2,21566.0,Thriller,Drama,Action,Bharat Nalluri,1965.0,0.0,Matthew Walker,Matthew Walker,Elizabeth Conboy,Michael Wildman,Alessio Bastianelli
tt3322420,movie,Queen,Queen,2013,146,8.2,61217.0,Drama,Comedy,Adventure,Vikas Bahl,1971.0,0.0,Mahesh Gahalot,Mahesh Gahalot,Peter Nentjes,Swapnil Rane,Alexandre Plasti Melara
tt3322940,movie,Annabelle,Annabelle,2014,99,5.4,142984.0,Thriller,Mystery,Horror,John R. Leonetti,1956.0,0.0,Julia Bartholomew,Patrick Beatty,Scott Floren,Joe Grafmuller,Bryn E. Leetch
tt3332064,movie,Pan,Pan,2015,111,5.7,61004.0,Family,Comedy,Adventure,Joe Wright,1972.0,0.0,Fran Needham,Fran Needham,Salo Gardner,Melanie Pappenheim,Morgan Read
tt3335606,movie,Berlin Syndrome,Berlin Syndrome,2017,116,6.3,22820.0,Mystery,Horror,Drama,Cate Shortland,1968.0,0.0,Brett Anderson,Björn Friese,Oliver Lawrance,Axel Renner,Cate Shortland
tt3348730,movie,Jigsaw,Jigsaw,2017,92,5.8,69900.0,Mystery,Horror,Crime,,,,Clé Bennett,Jason Capstick,Seana O'Neill,Darren Josephs,Clé Bennett
tt3352390,movie,Friend Request,Friend Request,2016,92,5.3,24555.0,Thriller,Mystery,Horror,Simon Verhoeven,1972.0,0.0,Owen De Jager,Wolfgang Ender,Robert Günther,Shashawnee Hall,Kimberleigh Stark
tt3361792,movie,Tolkien,Tolkien,2019,112,6.8,34476.0,Romance,Drama,Biography,Dome Karukoski,1976.0,0.0,Grant Montgomery,Stephan Pehrsson,Grant Montgomery,Stephan Pehrsson,Stephen Beresford
tt3371366,movie,Transformers: The Last Knight,Transformers: The Last Knight,2017,154,5.2,137594.0,Sci-Fi,Adventure,Action,Michael Bay,1965.0,0.0,Mark Sanger,Dale E. Anderson,Pete Bianco,Eric R. Brodeur,Elizabeth Chambers
tt3381008,movie,Grimsby,Grimsby : Agent trop spécial,2016,83,6.2,94435.0,Comedy,Adventure,Action,Louis Leterrier,1973.0,0.0,Mark Auret,Danny Green,Jonathan Hely-Hutchinson,Alan Millar,Carmen Montero
tt3385516,movie,X-Men: Apocalypse,X-Men: Apocalypse,2016,144,6.9,399113.0,Sci-Fi,Adventure,Action,Bryan Singer,1965.0,0.0,Michael DeSantis,Bob Cobert,Jason Taylor,Blondel Aidoo,Marie-Elaine Bailly
tt3385524,movie,Stan & Ollie,Stan et Ollie,2018,98,7.2,33705.0,Drama,Comedy,Biography,Jon S. Baird,1972.0,0.0,Andy Pryor,Eugenio Pérez,Steve Bowman,Andy Pryor,Eugenio Pérez
tt3387520,movie,Scary Stories to Tell in the Dark,Scary Stories,2019,108,6.2,63363.0,Mystery,Horror,Adventure,André Øvredal,0.0,0.0,Hume Baugh,Janine Fung,Tamara Rigby-Funke,Cheryl Ross,Anton Van Rooyen
tt3387648,movie,The Taking,L'étrange cas Deborah Logan,2014,90,6.0,27014.0,Thriller,Mystery,Horror,Adam Robitel,1978.0,0.0,Anne Ramsay,Anne Ramsay,Jason Taylor,Jayme Bohn,Alex Cutler
tt3393786,movie,Jack Reacher: Never Go Back,Jack Reacher: Never Go Back,2016,118,6.1,141327.0,Thriller,Action,,Edward Zwick,1952.0,0.0,Josh Breslow,Jason Douglas,Lisa Lovaas,Josh Breslow,Jason Douglas
tt3395184,movie,Spring,Spring,2014,109,6.7,25252.0,Sci-Fi,Romance,Horror,,,,Karim Benhadj,Karim Benhadj,Francesco Carnelutti,Lou Taylor Pucci,Jimmy LaValle
tt3398268,movie,Omoide no Mânî,Souvenirs de Marnie,2014,103,7.7,34026.0,Family,Drama,Animation,,,,Tatsuya Kushida,Tatsuya Kushida,Masashi Ando,Naoya Fujimaki,Toshio Suzuki
tt3399024,movie,Samba,Samba,2014,118,6.7,15279.0,Romance,Drama,Comedy,,,,Catherine Davenier,Jacqueline Jehanneuf,Michel Winogradoff,Lionel Guy,Raphaël Toledano
tt3401882,movie,Fist Fight,Combat de profs,2017,91,5.6,40036.0,Comedy,,,Richie Keen,0.0,0.0,Jon Lindsay,Manfred Mann,Derek Sullivan,Tommie Turvey,Jon Lindsay
tt3405236,movie,Raees,Raees,2017,143,6.8,40674.0,Drama,Crime,Action,Rahul Dholakia,0.0,0.0,Deepa Bhatia,Kaizaad Kotwal,Anuj Mathur,Ram Sampath,Deepa Bhatia
tt3409392,movie,Timbuktu,Timbuktu,2014,96,7.1,16562.0,War,Drama,,Abderrahmane Sissako,1961.0,0.0,Etienne Comar,Sylvie Pialat,Fatoumata Diawara,Abderrahmane Sissako,Philippe Welsh
tt3410834,movie,Allegiant,Divergente 3 : Au-delà du mur,2016,120,5.7,111071.0,Mystery,Adventure,Action,Robert Schwentke,1968.0,0.0,Richard Oswald,Chris Anderson,Greg John Callas,Kevin Cerchiai,Cynthia L. Chapman
tt3411444,movie,Ferdinand,Ferdinand,2017,108,6.7,49957.0,Comedy,Animation,Adventure,Carlos Saldanha,1965.0,0.0,Ron Burch,Thomas A. Carlson,David Kidd,Don Rhymer,Lisa Marie Stetler
tt3416532,movie,A Monster Calls,Quelques minutes après minuit,2016,108,7.5,82296.0,Family,Drama,Adventure,J.A. Bayona,1975.0,0.0,Fito Dellibarda,Peter Glossop,Bernat Bosch,Fito Dellibarda,Peter Glossop
tt3416742,movie,What We Do in the Shadows,Vampires en toute intimité,2014,86,7.7,160514.0,Horror,Comedy,,,,,Ben Fransham,Mario Gaoa,Ian Harcourt,Giovanni Battista Pergolesi,Jonathan Woodford-Robinson
tt3416828,movie,Ice Age: Collision Course,L'Âge de glace : Les Lois de l'univers,2016,94,5.7,58321.0,Comedy,Animation,Adventure,,,,Renato Falcão,Stephanie Swengel,Renato Falcão,Stephanie Swengel,Alex Geringas
tt3417422,movie,Drishyam,Drishyam,2013,160,8.4,34528.0,Thriller,Drama,Crime,Jeethu Joseph,0.0,0.0,Sreekumar,Sreekumar,Soheil,Mela Reghu,Arun S. Panackal
tt3442006,movie,Cake,Cake,2014,102,6.4,35574.0,Drama,,,Daniel Barnz,0.0,0.0,Paula Cale,Chad Cohlmia,Ashley Crow,Camille Guaty,Michelle Harrison
tt3444312,movie,Abducted in Plain Sight,L'enfance volée de Jan Broberg,2017,91,6.8,16387.0,Documentary,Crime,,Skye Borgman,0.0,0.0,Paula S. Fass,Skye Borgman,Cassie Ross Green,James Cude,Sinclair DuMont
tt3447364,movie,Detective Byomkesh Bakshy!,Detective Byomkesh Bakshy,2015,139,7.6,20306.0,Drama,Crime,Action,Dibakar Banerjee,1969.0,0.0,Anil Bradoo,Avijit Sardar,Urmi Juvekar,Chetana Kowshik,Nikos Andritsakis
tt3450958,movie,War for the Planet of the Apes,La Planète des singes : Suprématie,2017,140,7.4,231206.0,Drama,Adventure,Action,Matt Reeves,1966.0,0.0,Mathew Dunne,Paul Akehurst,Edwin Amell,Brett Armstrong,Graham Binding
tt3460252,movie,The Hateful Eight,Les 8 Salopards,2015,168,7.8,527389.0,Mystery,Drama,Crime,Quentin Tarantino,1963.0,0.0,Karin Erickson,Richard N. Gladstein,Lee Horsley,Richard L. Johnson,Duane Katz
tt3461252,movie,The Blue Elephant,The Blue Elephant,2014,170,8.1,26882.0,Mystery,Horror,Drama,Marwan Hamed,1977.0,0.0,Lebleba,Nahed Nasrallah,Lebleba,Nahed Nasrallah,Khaled El-Sawi
tt3464902,movie,The Lobster,The Lobster,2015,119,7.2,224416.0,Romance,Drama,Comedy,Yorgos Lanthimos,1973.0,0.0,Ludwig van Beethoven,Dmitri Shostakovich,Richard Strauss,Igor Stravinsky,Jacqueline Abrahams
tt3469046,movie,Despicable Me 3,"Moi, moche et méchant 3",2017,89,6.3,116415.0,Comedy,Animation,Adventure,,,,Michael Beattie,Janet Healy,Christopher Meledandri,Michael Beattie,Janet Healy
tt3470600,movie,Sing,Tous en scène,2016,108,7.1,136345.0,Family,Comedy,Animation,,,,Seth Kearsley,Renata Tebaldi,Seth Kearsley,Renata Tebaldi,Janet Healy
tt3471098,movie,Maggie's Plan,Maggie a un plan,2015,98,6.2,16156.0,Romance,Drama,Comedy,Rebecca Miller,1962.0,0.0,George Ashiotis,Alexandra Kerry,George Ashiotis,Alexandra Kerry,Kathleen Hanna
tt3488710,movie,The Walk,The Walk: Rêver plus haut,2015,123,7.3,121410.0,Biography,Adventure,Action,Robert Zemeckis,1951.0,0.0,Leif Anderson,Robert E. Barnes,Scot Boland,Jean-Maurice de Ernsted,Darrell Lee-Izeard
tt3495026,movie,Fan,Fan,2016,138,7.0,42578.0,Thriller,Drama,Action,Maneesh Sharma,0.0,0.0,Boris Dmitrovic,Euan Macnaughton,Nic Pallace,Yogendra Tiku,Aldo Toncic
tt3498820,movie,Captain America: Civil War,Captain America: Civil War,2016,147,7.8,679233.0,Sci-Fi,Adventure,Action,,,,Chuck Askerneese,David B. Brenner,Paul Campion,Kevin Cassidy,Wally Crowder
tt3499096,movie,Race,La couleur de la victoire,2016,134,7.1,35265.0,Sport,Drama,Biography,Stephen Hopkins,1958.0,0.0,Marcus Bluhm,David Brisbin,Ray Egan,François Sylvestre,Arthur Holden
tt3501112,movie,Security,Security,2017,88,5.7,16082.0,Thriller,Crime,Action,Alain Desrochers,0.0,0.0,Alain Desrochers,FM Le Sieur,Eric Parenteau,Alain Desrochers,FM Le Sieur
tt3501632,movie,Thor: Ragnarok,Thor: Ragnarok,2017,130,7.9,606557.0,Comedy,Adventure,Action,Taika Waititi,1975.0,0.0,Clancy Brown,Javier Aguirresarobe,Jason Baird,Shane Birdsill,Mark Brims
tt3504048,movie,Housebound,Housebound,2014,107,6.8,32306.0,Mystery,Horror,Comedy,Gerard Johnstone,0.0,0.0,Lyn Bergquist,Bruce Hopkins,Lyn Bergquist,Bruce Hopkins,Nikki Si'ulepa
tt3508840,movie,Cike Nie Yin Niang,The Assassin,2015,105,6.3,15857.0,History,Drama,Action,Hsiao-Hsien Hou,1947.0,0.0,T'ien-wen Chu,Isabelle Chen,Yun Zhou,Fang Mei,Charles-Edouard Renault
tt3513498,movie,The Lego Movie 2: The Second Part,La Grande Aventure Lego 2,2019,107,6.6,56613.0,Animation,Adventure,Action,Mike Mitchell,1970.0,0.0,Dave Burgess,Villamor Cruz,Robert DeVitt,Greg Silverman,Sohnia Mutter
tt3513548,movie,Richard Jewell,Le cas Richard Jewell,2019,131,7.5,68063.0,Drama,Crime,Biography,Clint Eastwood,1930.0,0.0,Brian Brightman,Garon Grigsby,Matthew Atchley,Izzy Herbert,Taylor L. Rogers
tt3520418,movie,We Are Still Here,We Are Still Here,2015,84,5.7,17473.0,Mystery,Horror,,Ted Geoghegan,1979.0,0.0,Ted Geoghegan,Frank Barnes,Hank Beach,Xander Burress,Lindak Chatfield
tt3521126,movie,The Disaster Artist,The Disaster Artist,2017,104,7.4,140708.0,Drama,Comedy,Biography,James Franco,1978.0,0.0,Angelyne,Rob Bloch,Andy Clement,Bruce Wayne Gillies,Mladen Milicevic
tt3521164,movie,Moana,Vaiana : La Légende du bout du monde,2016,107,7.6,279704.0,Comedy,Animation,Adventure,,,,Borja Montoro,Ron Clements,Tom MacDougall,Brandon Fields,Dale Mayeda
tt3522806,movie,Mechanic: Resurrection,Mechanic: Résurrection,2016,98,5.7,77783.0,Crime,Adventure,Action,Dennis Gansel,1973.0,0.0,Dennis Gansel,Brian Presley,Charlie Sungkawess,Tom Waller,Komkrib 'Krib' Wongwirot
tt3530002,movie,The Night Before,The Night Before - Secret Party,2015,101,6.4,67567.0,Fantasy,Comedy,,Jonathan Levine,0.0,0.0,Harolyn Blackwell,Gene Redd,Harolyn Blackwell,Gene Redd,Ron Komie
tt3531824,movie,Nerve,Nerve,2016,96,6.5,117864.0,Crime,Adventure,Action,,,,Frank DeCurtis,Marjorie Durand,John Halligan,Owen Holland,Warner Loughlin
tt3532216,movie,American Made,Barry Seal: American Traffic,2017,115,7.2,161344.0,Crime,Comedy,Action,Doug Liman,1965.0,0.0,Robert Alonzo,Robert Farrior,Chris Frantz,Nicole LaLoggia,Mitchell Medford
tt3544082,movie,45 Years,45 ans,2015,91,7.1,31376.0,Romance,Drama,,Andrew Haigh,1973.0,0.0,Charlotte Rampling,Aaron Neville,Lulu,Charlotte Rampling,Aaron Neville
tt3544112,movie,Sing Street,Sing Street,2016,106,7.9,86418.0,Music,Drama,Comedy,John Carney,1972.0,0.0,Tiziana Corvisieri,Michael Frawley,Jo Homewood,Paul Roe,James Mogan
tt3547740,movie,La famille Bélier,La famille Bélier,2014,106,7.3,24764.0,Music,Drama,Comedy,Éric Lartigau,1964.0,0.0,Cyril Moisson,Thierry Debove,Michel Sardou,Cyril Moisson,Thierry Debove
tt3553442,movie,Whiskey Tango Foxtrot,Whiskey Tango Foxtrot,2016,112,6.6,50201.0,Drama,Comedy,Biography,,,,Soledad O'Brien,Sheri Watson,Jeff Richmond,Soledad O'Brien,Sheri Watson
tt3553976,movie,Captain Fantastic,Captain Fantastic,2016,118,7.9,195586.0,Drama,Comedy,,Matt Ross,1970.0,0.0,Viggo Mortensen,Mark L. Anderson,Lisa De Alva,Paul Elliott,Bill Finger
tt3564472,movie,Girls Trip,Girls Trip,2017,122,6.2,34846.0,Drama,Comedy,Adventure,Malcolm D. Lee,1970.0,0.0,Ricky Bell,Keith Brian Burns,Doug E. Fresh,Regina Hall,Dick Hansen
tt3576728,movie,Bilal: A New Breed of Hero,Bilal: La naissance d'une légende,2015,105,7.9,17447.0,Animation,Adventure,Action,,,,Sherrie Jackson,Karna Contractor,Nishant Bhardwaj,Arunima Krishna,Alexander Kronemer
tt3577624,movie,A Perfect Day,A Perfect Day: un jour comme un autre,2015,106,6.8,20775.0,War,Drama,Comedy,Fernando León de Aranoa,1968.0,0.0,María José Almela,D.J. Bonebrake,Frank Feys,Jay Hawke,María José Almela
tt3606752,movie,Cars 3,Cars 3,2017,102,6.7,79178.0,Comedy,Animation,Adventure,Brian Fee,1975.0,0.0,Rod Gnapp,Jason Pace,Eyal Podell,Humpy Wheeler,Rod Gnapp
tt3606756,movie,Incredibles 2,Les indestructibles 2,2018,118,7.6,255970.0,Animation,Adventure,Action,Brad Bird,1957.0,0.0,Michael Aarons,Brad Bird,Lars R. Damerow,Sarah Jo Helton,Bryn Imagire
tt3606888,movie,A Street Cat Named Bob,Un chat pour la vie,2016,103,7.4,28648.0,Family,Drama,Biography,Roger Spottiswoode,1945.0,0.0,Peter Wunstorf,Llewella Gideon,Suzi Long,Nicolas Steil,Peter Wunstorf
tt3608930,movie,In a Valley of Violence,In a Valley of Violence,2016,104,6.0,16403.0,Western,Action,,Ti West,1980.0,0.0,James Cady,Spike Michaels,Rob M. Johnson,Scott Christopher Clark,Peter Phok
tt3612616,movie,Mommy,Mommy,2014,139,8.1,51788.0,Drama,,,Xavier Dolan,1989.0,0.0,François Barbeau,Eric Bensoussan,Catherine Brunet,Pascale Deschênes,Lyse Lafontaine
tt3616916,movie,Bølgen,The Wave,2015,105,6.7,34490.0,Thriller,Drama,Action,Roar Uthaug,1973.0,0.0,Johan Bjerke,Karen Fabritius Gram,Asta Hafthorsdottir,Mette Agnete Horn,Laura Mihartescu
tt3622592,movie,Paper Towns,La face cachée de Margo,2015,109,6.3,96265.0,Drama,Comedy,Adventure,Jake Schreier,0.0,0.0,Lynn K. D'Angona,David Lanzenberg,Jamie A. Marlowe,Jack McCollum,Trudy Yee
tt3623726,movie,Ricki and the Flash,Ricki and the Flash,2015,101,5.9,22556.0,Music,Drama,Comedy,Jonathan Demme,1944.0,2017.0,Rocco Caruso,Mamie Gummer,Jimmy Kieffer,Matthew Rohn,Mark Wolfson
tt3631112,movie,The Girl on the Train,La fille du train,2016,112,6.5,172500.0,Mystery,Drama,Crime,Tate Taylor,1969.0,0.0,Deb Dyer,Francis Leach,Laura Prepon,Erin Cressida Wilson,Nina Zarnett
tt3647498,movie,Blood Father,Blood Father,2016,88,6.4,60437.0,Drama,Crime,Action,Jean-François Richet,1966.0,0.0,Andrea Berloff,Manu Chao,Dean Cochran,Lori Dillen,Chris Gallegos
tt3659388,movie,The Martian,Seul sur Mars,2015,144,8.0,771293.0,Sci-Fi,Drama,Adventure,Ridley Scott,1937.0,0.0,Barrie Hemsley,Dariusz Wolski,Giedrius Nagys,Stig Anderson,Gergö Balika
tt3661210,movie,The Dig,The Dig,2021,112,7.1,51401.0,History,Drama,Biography,Simon Stone,1985.0,0.0,Simon Beresford,Gabrielle Tana,Aria Taylor,Pearl Haslam,Aoife Ferguson
tt3666024,movie,La tortue rouge,La tortue rouge,2016,80,7.5,32052.0,Fantasy,Family,Animation,Michael Dudok de Wit,1953.0,0.0,Michael Dudok de Wit,Emmanuel Garijo,Michael Dudok de Wit,Emmanuel Garijo,Christophe Jankovic
tt3668162,movie,Bangalore Days,Bangalore Days,2014,171,8.3,16929.0,Romance,Drama,Comedy,Anjali Menon,0.0,0.0,Praveena,Preejith Balan,Sagar Shiyas,Fahadh Faasil,Isha Talwar
tt3672742,movie,Turbo Kid,Turbo Kid,2015,93,6.7,26582.0,Comedy,Adventure,Action,,,,Serge Boivin,Benoit Bureau,Sylvie De Grandpré,Patrick Ewald,Laurence Leboeuf
